Season,Name,Team,Season,PA,AVG,BB%,K%,OBP,SLG,OPS,ISO,BABIP,O-Swing% (sc),Z-Contact% (sc),Barrel%,HardHit%,EV,wOBA,xwOBA,NameASCII,PlayerId,MLBAMID
2018,"Ryan LaMarre","- - -",2018,180,0.278787878,0.055555555,0.294444444,0.322222222,0.381818181,0.704040403,0.103030303,0.38938053,0.29552239,0.82213439,0.03478261,0.33043478,87.78272816051137,0.30634355776839783,0.2726071785236227,"Ryan LaMarre",10700,534606
2021,"Ryan McKenna","BAL",2021,197,0.183431952,0.121827411,0.375634517,0.292307692,0.266272189,0.558579881,0.082840237,0.311827956,0.20506329,0.74736842,0.07216495,0.34020619,86.55158305921053,0.25853935449551313,0.28056446955754205,"Ryan McKenna",19928,663630
2022,"Ryan McKenna","BAL",2022,172,0.237179487,0.063953488,0.319767441,0.294117647,0.339743589,0.633861236,0.102564102,0.35,0.28030303,0.77637131,0.09615385,0.29807692,86.66464449179293,0.2791888057832887,0.2667789686293829,"Ryan McKenna",19928,663630
2018,"Ryan McMahon","COL",2018,202,0.232044198,0.08910891,0.316831683,0.306930693,0.375690607,0.6826213,0.143646409,0.327433628,0.27714286,0.7704918,0.05084746,0.44067797,89.26923076923077,0.2958900693058968,0.2730269068993893,"Ryan McMahon",15112,641857
2019,"Ryan McMahon","COL",2019,539,0.25,0.103896103,0.296846011,0.328996282,0.45,0.778996282,0.2,0.323232323,0.26995516,0.78843788,0.09006211,0.47826087,91.8622616941824,0.32962986654853466,0.32464756475430784,"Ryan McMahon",15112,641857
2020,"Ryan McMahon","COL",2020,193,0.215116279,0.093264248,0.341968911,0.295336787,0.418604651,0.713941438,0.203488372,0.285714285,0.24936387,0.7979798,0.11214953,0.42990654,90.13904389880952,0.307602744646023,0.296211961676313,"Ryan McMahon",15112,641857
2021,"Ryan McMahon","COL",2021,596,0.253787878,0.098993288,0.246644295,0.330536912,0.448863636,0.779400548,0.195075758,0.305785123,0.23544974,0.81069042,0.07253886,0.43523316,90.46256339986911,0.333893070116589,0.3247222900390625,"Ryan McMahon",15112,641857
2022,"Ryan McMahon","COL",2022,597,0.245746691,0.100502512,0.264656616,0.326633165,0.413988657,0.740621822,0.168241966,0.310734463,0.25315391,0.82923977,0.10427807,0.46524064,91.73972761824324,0.32567368669925223,0.33033506662253564,"Ryan McMahon",15112,641857
2023,"Ryan McMahon","COL",2023,627,0.239639639,0.10845295,0.315789473,0.322169059,0.43063063,0.752799689,0.190990991,0.326409495,0.2686109,0.77061311,0.11388889,0.44166667,90.75642676326815,0.324937269115448,0.3347833740234375,"Ryan McMahon",15112,641857
2024,"Ryan McMahon","COL",2024,645,0.241622574,0.106976744,0.286821705,0.32503888,0.396825396,0.721864276,0.155202822,0.319672131,0.27407987,0.80756757,0.10824742,0.49226804,92.11946957236842,0.31540381861777744,0.3236555488188685,"Ryan McMahon",15112,641857
2025,"Ryan McMahon","- - -",2025,586,0.214145383,0.119453924,0.322525597,0.312286689,0.381139489,0.693426178,0.166994106,0.293729372,0.24027658,0.77842907,0.12074303,0.50464396,93.25335088857827,0.30612959943265994,0.3328047255947165,"Ryan McMahon",15112,641857
2021,"Ryan Mountcastle","BAL",2021,586,0.254681647,0.06996587,0.274744027,0.30887372,0.486891385,0.795765105,0.232209738,0.296829971,0.37230514,0.79779412,0.11842105,0.39736842,89.05315583881578,0.3350188498423524,0.3258744592535986,"Ryan Mountcastle",18373,663624
2022,"Ryan Mountcastle","BAL",2022,609,0.25045045,0.070607553,0.252873563,0.305418719,0.423423423,0.728842142,0.172972973,0.303108808,0.36081633,0.80733945,0.1495098,0.46323529,91.30445544554455,0.31594358051293775,0.36210116961144456,"Ryan Mountcastle",18373,663624
2023,"Ryan Mountcastle","BAL",2023,470,0.269503546,0.078723404,0.227659574,0.327659574,0.451536643,0.779196217,0.182033097,0.314754098,0.38074398,0.84653465,0.12074303,0.44891641,91.40123980978261,0.3332618521983181,0.3555644850148889,"Ryan Mountcastle",18373,663624
2024,"Ryan Mountcastle","BAL",2024,507,0.270613107,0.053254437,0.224852071,0.307692307,0.424947145,0.732639452,0.154334038,0.326704545,0.36931217,0.85654596,0.08767123,0.45205479,90.78708791208791,0.3155164792692873,0.33168919378589734,"Ryan Mountcastle",18373,663624
2025,"Ryan Mountcastle","BAL",2025,357,0.25,0.042016806,0.274509803,0.285714285,0.367469879,0.653184164,0.117469879,0.326180257,0.38341158,0.80639098,0.11666667,0.47083333,90.7254150390625,0.283578898058552,0.3251790464594123,"Ryan Mountcastle",18373,663624
2023,"Ryan Noda","OAK",2023,495,0.229064039,0.155555555,0.343434343,0.363636363,0.40640394,0.770040303,0.177339901,0.346846846,0.19536757,0.75536481,0.1302521,0.44957983,91.15106382978723,0.3417060802340025,0.33383740876850326,"Ryan Noda",23312,676116
2018,"Ryan O'Hearn","KCR",2018,170,0.261744966,0.117647058,0.264705882,0.352941176,0.597315436,0.950256612,0.33557047,0.29347826,0.23076923,0.79807692,0.125,0.44230769,91.43942495492789,0.39825239637318777,0.3454751407398897,"Ryan O'Hearn",16442,656811
2019,"Ryan O'Hearn","KCR",2019,370,0.195121951,0.105405405,0.267567567,0.281081081,0.368902439,0.64998352,0.173780488,0.230414746,0.27560051,0.85097192,0.09090909,0.43722944,90.52554281655844,0.27846998396281625,0.3068129534278411,"Ryan O'Hearn",16442,656811
2021,"Ryan O'Hearn","KCR",2021,254,0.224576271,0.051181102,0.279527559,0.267716535,0.368644067,0.636360602,0.144067796,0.276729559,0.30522088,0.83815029,0.08333333,0.45238095,90.75988257859281,0.2743116570269968,0.2970718866280416,"Ryan O'Hearn",16442,656811
2023,"Ryan O'Hearn","BAL",2023,368,0.289017341,0.040760869,0.222826086,0.321525885,0.479768786,0.801294671,0.190751445,0.339920948,0.31955923,0.87450199,0.10074627,0.51492537,91.93445692883896,0.33921512708272017,0.3244869911507384,"Ryan O'Hearn",16442,656811
2024,"Ryan O'Hearn","BAL",2024,494,0.264108352,0.093117408,0.139676113,0.334008097,0.426636568,0.760644665,0.162528216,0.281767955,0.27754237,0.91968504,0.06896552,0.4005305,89.64840633311171,0.3300667288826733,0.35095752475217984,"Ryan O'Hearn",16442,656811
2025,"Ryan O'Hearn","- - -",2025,544,0.280590717,0.106617647,0.200367647,0.365808823,0.43670886,0.802517683,0.156118143,0.329545454,0.27210884,0.86849315,0.07588076,0.42276423,89.44005183497957,0.3492155112602093,0.34993229834120515,"Ryan O'Hearn",16442,656811
2015,"Ryan Raburn","CLE",2015,201,0.300578034,0.11442786,0.218905472,0.393034825,0.543352601,0.936387426,0.242774567,0.360655737,0.16112532,0.84,0.09230769,0.47692308,90.6875984132752,0.3970125305532205,0.36981917637858897,"Ryan Raburn",2218,430605
2016,"Ryan Raburn","COL",2016,256,0.219730941,0.109375,0.3125,0.30859375,0.403587443,0.712181193,0.183856502,0.291970802,0.23166023,0.79395604,0.06164384,0.43150685,90.26363772945804,0.30885606445372105,0.27828439704985486,"Ryan Raburn",2218,430605
2025,"Ryan Ritter","COL",2025,207,0.240641711,0.048309178,0.29468599,0.295566502,0.336898395,0.632464897,0.096256684,0.349206349,0.30747126,0.76567657,0.01526718,0.30534351,85.17479674796748,0.27990941607893394,0.2477069723195043,"Ryan Ritter",31500,690022
2016,"Ryan Rua","TEX",2016,269,0.258333333,0.078066914,0.282527881,0.330855018,0.4,0.730855018,0.141666667,0.341772151,0.27811861,0.81481481,0.06626506,0.40361446,90.54207555259147,0.3168575844068206,0.2929399310417895,"Ryan Rua",12409,607387
2016,"Ryan Schimpf","SDP",2016,330,0.217391304,0.127272727,0.318181818,0.336363636,0.532608695,0.868972331,0.315217391,0.259740259,0.24027778,0.81374723,0.16666667,0.4137931,90.30467607821637,0.36235436113602526,0.3438767091727551,"Ryan Schimpf",9953,572114
2017,"Ryan Schimpf","SDP",2017,197,0.157575757,0.137055837,0.355329949,0.284263959,0.424242424,0.708506383,0.266666667,0.144578313,0.18292683,0.81451613,0.16494845,0.32989691,86.07916259765625,0.3036960375490527,0.30463804448316545,"Ryan Schimpf",9953,572114
2015,"Ryan Zimmerman","WSN",2015,390,0.248554913,0.084615384,0.202564102,0.307692307,0.465317919,0.773010226,0.216763006,0.268199233,0.28496732,0.89712919,0.09747292,0.48375451,91.99632352941177,0.3286816512927031,0.3700803682401583,"Ryan Zimmerman",4220,475582
2016,"Ryan Zimmerman","WSN",2016,467,0.217798594,0.062098501,0.222698072,0.271948608,0.370023419,0.641972027,0.152224825,0.248407643,0.30434783,0.85741811,0.06990881,0.45592705,92.63228595219435,0.2766468654118894,0.3159620050798383,"Ryan Zimmerman",4220,475582
2017,"Ryan Zimmerman","WSN",2017,576,0.303435114,0.076388888,0.21875,0.357638888,0.572519083,0.930157971,0.269083969,0.335149863,0.27564674,0.85692771,0.12158809,0.48387097,91.43602408690177,0.3874856169327446,0.37904153743260344,"Ryan Zimmerman",4220,475582
2018,"Ryan Zimmerman","WSN",2018,323,0.263888888,0.092879256,0.170278637,0.3374613,0.486111111,0.823572411,0.222222223,0.283783783,0.23692308,0.85286104,0.13617021,0.52765957,92.55787067819149,0.35120541579234676,0.3696239068641426,"Ryan Zimmerman",4220,475582
2019,"Ryan Zimmerman","WSN",2019,190,0.257309941,0.089473684,0.205263157,0.321052631,0.415204678,0.736257309,0.157894737,0.296875,0.26433915,0.85427136,0.07462687,0.49253731,91.37612231809702,0.3133726932500538,0.3254895461233039,"Ryan Zimmerman",4220,475582
2021,"Ryan Zimmerman","WSN",2021,273,0.243137254,0.058608058,0.282051282,0.285714285,0.470588235,0.75630252,0.227450981,0.289156626,0.31184669,0.8313253,0.10555556,0.47777778,91.33888888888889,0.3192484981411106,0.2997966109614669,"Ryan Zimmerman",4220,475582
2017,"Ryder Jones","SFG",2017,164,0.173333333,0.060975609,0.31707317,0.243902439,0.273333333,0.517235772,0.1,0.25,0.32421875,0.80821918,0.04081633,0.24489796,85.94631476151316,0.22279287458206556,0.22088881383968306,"Ryder Jones",15982,624507
2016,"Ryon Healy","OAK",2016,283,0.304832713,0.042402826,0.212014134,0.336879432,0.524163568,0.861043,0.219330855,0.352040816,0.31124498,0.87616099,0.09047619,0.4,88.67129560406698,0.3643919929490819,0.3538385846012428,"Ryon Healy",15447,592387
2017,"Ryon Healy","OAK",2017,605,0.270833333,0.038016528,0.234710743,0.302479338,0.451388888,0.753868226,0.180555555,0.318734793,0.33186231,0.85021398,0.07568807,0.40137615,88.33953488372093,0.31980095648568524,0.31362326594943396,"Ryon Healy",15447,592387
2018,"Ryon Healy","SEA",2018,524,0.235294117,0.051526717,0.215648854,0.276717557,0.411764705,0.688482262,0.176470588,0.25698324,0.33780992,0.89003436,0.07068063,0.41361257,89.6131884894459,0.29624145335823526,0.32133267574383384,"Ryon Healy",15447,592387
2019,"Ryon Healy","SEA",2019,187,0.23668639,0.069518716,0.213903743,0.288770053,0.455621301,0.744391354,0.218934911,0.261904761,0.27607362,0.88392857,0.09022556,0.36842105,89.6456015625,0.30759223450951395,0.3183654613709182,"Ryon Healy",15447,592387
2023,"Sal Frelick","MIL",2023,223,0.246073298,0.125560538,0.165919282,0.340807174,0.35078534,0.691592514,0.104712042,0.285714285,0.30396476,0.92887029,0.02547771,0.23566879,83.34166541466347,0.30938356473306905,0.295660489343207,"Sal Frelick",29622,686217
2024,"Sal Frelick","MIL",2024,524,0.258947368,0.07442748,0.148854961,0.319845857,0.334736842,0.654582699,0.075789474,0.305555555,0.27371542,0.93485915,0.00744417,0.19354839,83.44087403598972,0.29205405206808926,0.2786380612873247,"Sal Frelick",29622,686217
2025,"Sal Frelick","MIL",2025,594,0.287878787,0.079124579,0.134680134,0.350936967,0.40530303,0.756239997,0.117424243,0.317460317,0.27049953,0.93222683,0.03043478,0.27173913,85.44843401227679,0.33226417246222295,0.30604067240675836,"Sal Frelick",29622,686217
2015,"Salvador Perez","KCR",2015,553,0.259887005,0.023508137,0.148282097,0.28028933,0.425612052,0.705901382,0.165725047,0.270207852,0.41241685,0.91368078,0.05286344,0.32599119,87.27643199370709,0.30030572957245594,0.2981167556647968,"Salvador Perez",7304,521692
2016,"Salvador Perez","KCR",2016,546,0.247081712,0.04029304,0.217948717,0.287545787,0.43774319,0.725288977,0.190661478,0.28,0.42811502,0.89423077,0.06297229,0.37531486,88.88676844783716,0.3075739601918567,0.2874321026350881,"Salvador Perez",7304,521692
2017,"Salvador Perez","KCR",2017,499,0.267515923,0.034068136,0.190380761,0.297188755,0.494692144,0.791880899,0.227176221,0.279661016,0.44600432,0.89900662,0.09424084,0.38743455,88.66489361702128,0.3288274181009543,0.34859594228316326,"Salvador Perez",7304,521692
2018,"Salvador Perez","KCR",2018,544,0.235294117,0.03125,0.198529411,0.273897058,0.439215686,0.713112744,0.203921569,0.244736842,0.42288557,0.87706147,0.10810811,0.47420147,91.24728679187191,0.30413776471772613,0.3347501966688368,"Salvador Perez",7304,521692
2020,"Salvador Perez","KCR",2020,156,0.333333333,0.019230769,0.23076923,0.352564102,0.633333333,0.985897435,0.3,0.375,0.42857143,0.88118812,0.13913043,0.46956522,90.97522296736726,0.41031438494339967,0.40587868628563817,"Salvador Perez",7304,521692
2021,"Salvador Perez","KCR",2021,665,0.272580645,0.042105263,0.255639097,0.315789473,0.543548387,0.85933786,0.270967742,0.298029556,0.44707624,0.81218905,0.16299559,0.56167401,93.01497969438326,0.3591030183249631,0.3709127452117412,"Salvador Perez",7304,521692
2022,"Salvador Perez","KCR",2022,473,0.253932584,0.038054968,0.230443974,0.291754756,0.465168539,0.756923295,0.211235955,0.284810126,0.41263158,0.79794521,0.1120944,0.48967552,91.43982185656343,0.3241335268739429,0.32338301543217557,"Salvador Perez",7304,521692
2023,"Salvador Perez","KCR",2023,580,0.25464684,0.03275862,0.23275862,0.292387543,0.421933085,0.714320628,0.167286245,0.293814432,0.46850044,0.8258427,0.08716707,0.43825666,90.08633765243903,0.30205226653105727,0.32481576682389723,"Salvador Perez",7304,521692
2024,"Salvador Perez","KCR",2024,652,0.27118644,0.067484662,0.19785276,0.330261136,0.455932203,0.786193339,0.184745763,0.302272727,0.4256,0.84461153,0.12179487,0.4465812,91.08167766702586,0.33502383720466283,0.360392324241674,"Salvador Perez",7304,521692
2025,"Salvador Perez","KCR",2025,641,0.236180904,0.043681747,0.1950078,0.283699059,0.445561139,0.729260198,0.209380235,0.250564334,0.40068493,0.8547419,0.14705882,0.46428571,89.95433073467231,0.3105432135987244,0.36535724079439424,"Salvador Perez",7304,521692
2015,"Sam Fuld","OAK",2015,325,0.196551724,0.092307692,0.169230769,0.275541795,0.293103448,0.568645243,0.096551724,0.235042735,0.21314103,0.93567251,0.01260504,0.22268908,85.23526436941964,0.2549000064038342,0.2658394431446585,"Sam Fuld",8254,453539
2022,"Sam Haggerty","SEA",2022,201,0.255681818,0.089552238,0.263681592,0.335,0.40340909,0.73840909,0.147727272,0.333333333,0.26553672,0.80544747,0.03968254,0.24603175,86.02833658854166,0.3200110433065347,0.28509651222809923,"Sam Haggerty",18054,664059
2025,"Sam Haggerty","TEX",2025,182,0.253086419,0.087912087,0.203296703,0.327777777,0.37037037,0.698148147,0.117283951,0.31707317,0.27242525,0.84388186,0.02362205,0.41732283,88.3459032402664,0.3072546534032129,0.3105827590166512,"Sam Haggerty",18054,664059
2021,"Sam Hilliard","COL",2021,238,0.214953271,0.096638655,0.365546218,0.294117647,0.462616822,0.756734469,0.247663551,0.28318584,0.2807377,0.65861027,0.1496063,0.38582677,89.79286024305556,0.3178437405444206,0.3114564611556682,"Sam Hilliard",17954,656541
2022,"Sam Hilliard","COL",2022,200,0.183908045,0.115,0.285,0.28,0.264367816,0.544367816,0.080459771,0.256410256,0.21247113,0.73958333,0.09243697,0.48739496,91.96806886817227,0.2510204890370369,0.3029816246032715,"Sam Hilliard",17954,656541
2024,"Sam Hilliard","COL",2024,158,0.239130434,0.088607594,0.354430379,0.305194805,0.507246376,0.812441181,0.268115942,0.31081081,0.29392971,0.70098039,0.14772727,0.51136364,94.66624755859375,0.341869484365376,0.2998235049663774,"Sam Hilliard",17954,656541
2019,"Sam Travis","BOS",2019,157,0.215277777,0.070063694,0.229299363,0.27388535,0.381944444,0.655829794,0.166666667,0.242718446,0.35598706,0.87214612,0.0733945,0.40366972,89.13211367545871,0.2732703266605254,0.2847798009072581,"Sam Travis",16263,607752
2016,"Sandy León","BOS",2016,283,0.309523809,0.081272084,0.233215547,0.369175627,0.476190476,0.845366103,0.166666667,0.392265193,0.29780034,0.8856305,0.04166667,0.265625,86.85543690557066,0.36212589586381433,0.2958850860595703,"Sandy Leon",5273,506702
2017,"Sandy León","BOS",2017,301,0.22509225,0.083056478,0.245847176,0.29,0.354243542,0.644243542,0.129151292,0.279792746,0.29111842,0.87046632,0.02487562,0.25373134,83.68984969860406,0.27936717160170693,0.2579412012292235,"Sandy Leon",5273,506702
2018,"Sandy León","BOS",2018,288,0.17735849,0.052083333,0.260416666,0.231578947,0.279245283,0.51082423,0.101886793,0.225806451,0.30344828,0.86103542,0.04639175,0.25773196,84.69100322420636,0.22712633797996923,0.23336271683655863,"Sandy Leon",5273,506702
2019,"Sandy León","BOS",2019,191,0.191860465,0.068062827,0.246073298,0.251336898,0.296511627,0.547848525,0.104651162,0.231404958,0.29521277,0.90909091,0.01538462,0.25384615,85.4416015625,0.23947004965919863,0.22171685529902657,"Sandy Leon",5273,506702
2021,"Sandy León","MIA",2021,220,0.183168316,0.054545454,0.295454545,0.237442922,0.267326732,0.504769654,0.084158416,0.244444444,0.29672897,0.83275261,0.02142857,0.26428571,87.31021897810218,0.22517923323531128,0.21621186765905928,"Sandy Leon",5273,506702
2021,"Santiago Espinal","TOR",2021,246,0.31081081,0.089430894,0.121951219,0.375510204,0.405405405,0.780915609,0.094594595,0.352631578,0.24470588,0.92569659,0.01554404,0.22797927,84.84711939626963,0.3438859151334179,0.30683553267498404,"Santiago Espinal",19997,669289
2022,"Santiago Espinal","TOR",2022,491,0.267260579,0.073319755,0.138492871,0.322448979,0.369710467,0.692159446,0.102449888,0.299734748,0.25296017,0.90327613,0.03376623,0.31688312,86.11021351439791,0.3054524955086425,0.29767987771999616,"Santiago Espinal",19997,669289
2023,"Santiago Espinal","TOR",2023,254,0.247826086,0.070866141,0.141732283,0.309523809,0.334782608,0.644306417,0.086956522,0.284974093,0.24680851,0.8875,0.01015228,0.29441624,87.02164545747422,0.28531162292358886,0.2929815467135365,"Santiago Espinal",19997,669289
2024,"Santiago Espinal","CIN",2024,391,0.246498599,0.061381074,0.138107416,0.294573643,0.355742296,0.650315939,0.109243697,0.265100671,0.26934097,0.93394495,0.0192926,0.24115756,85.92443251221498,0.28462399411077943,0.28831709234208025,"Santiago Espinal",19997,669289
2025,"Santiago Espinal","CIN",2025,328,0.242524916,0.06402439,0.115853658,0.292307692,0.282392026,0.574699718,0.03986711,0.275471698,0.24108659,0.92081448,0.00746269,0.25746269,86.48122455699233,0.25875034864132224,0.2595504056490385,"Santiago Espinal",19997,669289
2015,"Scooter Gennett","MIL",2015,391,0.264,0.030690537,0.173913043,0.294117647,0.381333333,0.67545098,0.117333333,0.308970099,0.41276596,0.93390192,0.00977199,0.22801303,85.20608108108108,0.28911979612291167,0.2516331176757812,"Scooter Gennett",10339,571697
2016,"Scooter Gennett","MIL",2016,542,0.263052208,0.070110701,0.210332103,0.316666666,0.411646586,0.728313252,0.148594378,0.314516129,0.32071902,0.85977337,0.03865979,0.24742268,86.92131990131578,0.3146158769754399,0.2745186982861603,"Scooter Gennett",10339,571697
2017,"Scooter Gennett","CIN",2017,497,0.295010845,0.060362173,0.229376257,0.342052313,0.531453362,0.873505675,0.236442517,0.338509316,0.31422505,0.84853168,0.06590258,0.35243553,86.35391191123189,0.3666299419297326,0.31227185948174974,"Scooter Gennett",10339,571697
2018,"Scooter Gennett","CIN",2018,638,0.309931506,0.065830721,0.195924764,0.357480314,0.489726027,0.847206341,0.179794521,0.358276643,0.36441336,0.87484812,0.05781585,0.32334047,87.28980816160521,0.36167045861859864,0.3107983534503135,"Scooter Gennett",10339,571697
2018,"Scott Kingery","PHI",2018,484,0.225663716,0.049586776,0.260330578,0.266528925,0.338495575,0.6050245,0.112831859,0.291021671,0.35480094,0.79532164,0.05438066,0.3141994,86.23529411764706,0.26252125212864846,0.27144976909653545,"Scott Kingery",17975,664068
2019,"Scott Kingery","PHI",2019,500,0.257641921,0.068,0.294,0.314629258,0.473799126,0.788428384,0.216157205,0.336734693,0.31320368,0.78519594,0.07961783,0.38853503,88.35974316094249,0.3288266503188505,0.3158932115179468,"Scott Kingery",17975,664068
2016,"Scott Schebler","CIN",2016,282,0.264591439,0.067375886,0.209219858,0.329787234,0.431906614,0.761693848,0.167315175,0.312169312,0.31818182,0.83287671,0.05050505,0.39393939,89.78542073567708,0.32775648704596927,0.3135667558149858,"Scott Schebler",12225,594988
2017,"Scott Schebler","CIN",2017,531,0.232558139,0.073446327,0.235404896,0.306967984,0.484143763,0.791111747,0.251585624,0.247678018,0.31396534,0.80412371,0.101983,0.40793201,89.11025418447294,0.32974700012134506,0.3483265904017857,"Scott Schebler",12225,594988
2018,"Scott Schebler","CIN",2018,430,0.255263157,0.090697674,0.230232558,0.337209302,0.439473684,0.776682986,0.184210527,0.300751879,0.32125604,0.77983193,0.10600707,0.42756184,90.23816392446996,0.33696358979165136,0.3482158937833907,"Scott Schebler",12225,594988
2015,"Scott Van Slyke","LAD",2015,253,0.238738738,0.09090909,0.245059288,0.317460317,0.382882882,0.700343199,0.144144144,0.299363057,0.26914661,0.81191223,0.05487805,0.31707317,88.19135802469135,0.30537186002731326,0.28342658353139116,"Scott Van Slyke",4365,475100
2021,"Sean Murphy","OAK",2021,448,0.216284987,0.089285714,0.254464285,0.305803571,0.404580152,0.710383723,0.188295165,0.256603773,0.29241877,0.8365897,0.11347518,0.42553191,89.21601145462634,0.3092813115300877,0.33720551561189177,"Sean Murphy",19352,669221
2022,"Sean Murphy","OAK",2022,612,0.24953445,0.091503267,0.202614379,0.332242225,0.426443202,0.758685427,0.176908752,0.29,0.29092451,0.85126965,0.10501193,0.41288783,88.70646119916267,0.3313379441380305,0.34446788969494047,"Sean Murphy",19352,669221
2023,"Sean Murphy","ATL",2023,438,0.251351351,0.111872146,0.223744292,0.365296803,0.478378378,0.843675181,0.227027027,0.285714285,0.22969838,0.83940397,0.16117216,0.45787546,91.49560725732601,0.3661682854776513,0.3948911902022688,"Sean Murphy",19352,669221
2024,"Sean Murphy","ATL",2024,264,0.193133047,0.102272727,0.253787878,0.284090909,0.35193133,0.636022239,0.158798283,0.222929936,0.27290448,0.80466472,0.09580838,0.36526946,88.01377128555389,0.28139100781864995,0.3100114142757723,"Sean Murphy",19352,669221
2025,"Sean Murphy","ATL",2025,337,0.199312714,0.103857566,0.3115727,0.299703264,0.408934707,0.708637971,0.209621993,0.242774566,0.25769854,0.81428571,0.13227513,0.42857143,89.11069100935829,0.3087870751818021,0.3213068796489053,"Sean Murphy",19352,669221
2015,"Sean Rodríguez","PIT",2015,240,0.245535714,0.020833333,0.2625,0.280851063,0.361607142,0.642458205,0.116071428,0.324840764,0.32299742,0.8018018,0.06626506,0.25903614,86.88953993055556,0.2814676563790504,0.265850201577342,"Sean Rodriguez",6589,446481
2016,"Sean Rodríguez","PIT",2016,342,0.27,0.096491228,0.298245614,0.348973607,0.51,0.858973607,0.24,0.344262295,0.25816993,0.76,0.11386139,0.36633663,90.37340009973404,0.3632141852800825,0.34224698587429303,"Sean Rodriguez",6589,446481
2017,"Sean Rodríguez","- - -",2017,153,0.166666666,0.104575163,0.372549019,0.276315789,0.295454545,0.571770334,0.128787879,0.242857142,0.27659574,0.73515982,0.03947368,0.27631579,86.54864666913006,0.25694823541388606,0.2602425765991211,"Sean Rodriguez",6589,446481
2018,"Sean Rodríguez","PIT",2018,173,0.166666666,0.12716763,0.346820809,0.277456647,0.313333333,0.59078998,0.146666667,0.235294117,0.2630137,0.7312253,0.07777778,0.28888889,88.1727294921875,0.2644330696311108,0.2679723851821002,"Sean Rodriguez",6589,446481
2022,"Seby Zavala","CHW",2022,205,0.269662921,0.092682926,0.312195121,0.346534653,0.382022471,0.728557124,0.11235955,0.403508771,0.31724138,0.78181818,0.09243697,0.3697479,88.76551555765086,0.3234390105941508,0.28336028297348775,"Seby Zavala",18887,664874
2023,"Seby Zavala","- - -",2023,193,0.171428571,0.062176165,0.3626943,0.230366492,0.314285714,0.544652206,0.142857143,0.23,0.36784741,0.77898551,0.05504587,0.36697248,87.46728857878213,0.2386112874715116,0.24645469325999314,"Seby Zavala",18887,664874
2022,"Seiya Suzuki","CHC",2022,446,0.261964735,0.094170403,0.246636771,0.336322869,0.43324937,0.769572239,0.171284635,0.326086956,0.22234637,0.87855787,0.11034483,0.41034483,89.61503633085664,0.3341742985404641,0.3257004274140804,"Seiya Suzuki",30116,673548
2023,"Seiya Suzuki","CHC",2023,583,0.285436893,0.101200686,0.222984562,0.3567753,0.485436893,0.842212193,0.2,0.341397849,0.19271758,0.85312899,0.10459184,0.47959184,91.3910445971867,0.3584527356871243,0.3568610947366823,"Seiya Suzuki",30116,673548
2024,"Seiya Suzuki","CHC",2024,585,0.283203125,0.107692307,0.273504273,0.365811965,0.482421875,0.84823384,0.19921875,0.370149253,0.20779221,0.85094851,0.11516854,0.49157303,91.70535321302818,0.36487284691882704,0.3457693864884762,"Seiya Suzuki",30116,673548
2025,"Seiya Suzuki","CHC",2025,651,0.245183887,0.10906298,0.251920122,0.325652841,0.478108581,0.803761422,0.232924694,0.281984334,0.21064815,0.86107784,0.16626506,0.48674699,91.33325489457832,0.3433615120557638,0.365518602274232,"Seiya Suzuki",30116,673548
2021,"Sergio Alcántara","CHC",2021,255,0.204545454,0.117647058,0.290196078,0.303149606,0.327272727,0.630422333,0.122727273,0.279720279,0.19880716,0.80965909,0.03355705,0.33557047,87.46871014030613,0.27876607553353383,0.2747894468761626,"Sergio Alcantara",16417,642727
2022,"Sergio Alcántara","- - -",2022,224,0.219512195,0.053571428,0.254464285,0.261261261,0.35609756,0.617358821,0.136585365,0.267123287,0.25219298,0.88070175,0.01948052,0.32467532,86.56357599725787,0.2685848192588703,0.2438024443549079,"Sergio Alcantara",16417,642727
2021,"Seth Brown","OAK",2021,307,0.213523131,0.074918566,0.28990228,0.273615635,0.480427046,0.754042681,0.266903915,0.229885057,0.25079872,0.81491003,0.13917526,0.40206186,88.86804325064433,0.31456778303521576,0.31805570008324796,"Seth Brown",18171,664913
2022,"Seth Brown","OAK",2022,555,0.23,0.091891891,0.263063063,0.304504504,0.444,0.748504504,0.214,0.272727272,0.29349736,0.84392265,0.12957746,0.41408451,89.19405099150141,0.32343787613554276,0.33783003293018377,"Seth Brown",18171,664913
2023,"Seth Brown","OAK",2023,378,0.221574344,0.079365079,0.267195767,0.286472148,0.405247813,0.691719961,0.183673469,0.269565217,0.31420765,0.83198381,0.12244898,0.46530612,90.47909996157787,0.29775907780895844,0.32297918701171874,"Seth Brown",18171,664913
2024,"Seth Brown","OAK",2024,400,0.231182795,0.0625,0.28,0.2825,0.379032258,0.661532258,0.147849463,0.291497975,0.31370038,0.85918004,0.08429119,0.40613027,89.98566194282945,0.28913666382431985,0.29394150736337915,"Seth Brown",18171,664913
2015,"Seth Smith","SEA",2015,452,0.248101265,0.1039823,0.219026548,0.33037694,0.443037974,0.773414914,0.194936709,0.297577854,0.23641851,0.83111954,0.0794702,0.42384106,89.9188565340909,0.331424485116997,0.3370604159869674,"Seth Smith",7331,452234
2016,"Seth Smith","SEA",2016,438,0.248677248,0.109589041,0.203196347,0.342465753,0.415343915,0.757809668,0.166666667,0.281588447,0.21421108,0.87096774,0.0887372,0.40614334,89.54340277777777,0.33051506496403255,0.3599862325549401,"Seth Smith",7331,452234
